N,P,K,temperature,humidity,ph,fertilizers
113,31,16,25.16820129,80.30351815,7.884550475,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
127,33,17,22.72767171,77.07598065,6.006085786,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
123,33,16,22.45145981,76.25674874,7.432043735,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
132,60,40,23.04920461,75.53835214,6.498052108,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
100,30,28,25.29250148,75.66653335,6.205263534,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
101,53,37,22.95604064,82.33733678,6.360812227,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
119,50,36,22.80213132,84.14668447,7.046607434,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
117,37,19,23.54234715,75.98203329,7.947011366,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
118,57,12,24.41212325,80.80343786,6.281913858,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
109,42,32,22.94276687,75.37170612,6.114525877,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
100,50,15,25.53676123,81.13668716,6.753978061,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
115,20,4,25.32023717,81.79475917,7.425041316,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
105,54,8,22.426733,81.53480799,6.745104394,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
139,53,5,25.78544484,75.00539324,7.641116569,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
123,41,7,25.68959532,77.90621048,6.470135478,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
140,41,25,22.14593688,82.8597549,7.091992365,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
100,29,35,25.07278712,82.50257909,6.520403794,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
112,41,32,22.21506982,76.17851932,6.127939628,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
133,59,21,23.9643129,76.59175937,7.994679507,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
108,36,7,25.40059227,76.53237965,7.524707577,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
128,59,36,23.7805123,83.03878838,7.827877818,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
131,46,5,24.16402322,76.7433897,6.436691764,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
140,42,1,25.31468463,77.91757121,5.907930899,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
118,53,11,22.60361557,80.3509046,6.135025006,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
130,43,13,22.9535715,78.71555832,6.044556594,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
133,21,12,22.74446976,80.41198458,7.59781958,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
110,58,37,23.80834611,83.91902605,6.691268104,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
121,29,13,25.46228792,81.56641891,6.175492306,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
126,59,18,25.96779712,81.97904282,7.272316209,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
108,56,0,25.5308271,80.04662756,5.801047545,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
100,26,19,24.43847399,81.69801729,6.757457943,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
116,54,28,23.03887865,76.47039772,6.983395573,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
102,43,10,23.51308653,76.72621429,7.976889498,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
117,54,8,22.75805656,76.75768356,6.558902588,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
137,47,8,24.71252544,77.7293114,7.979090365,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
131,27,6,23.45969093,82.44777468,7.903528673,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
107,60,9,25.5503704,77.85055621,6.73210948,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
126,48,3,22.08458267,82.82904143,6.691690476,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
119,49,35,24.68854799,78.51206972,7.839849298,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
139,33,1,25.84997269,84.16855231,6.61448588,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
119,49,11,22.46054478,75.40989245,7.456971816,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
138,33,38,23.65629976,77.52425987,7.2942193,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
123,48,0,22.00817088,81.83896111,7.762647875,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
116,45,7,24.32630461,80.13456404,6.363406102,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
139,42,21,22.92360984,82.68738535,7.63737841,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
115,25,36,23.43821725,78.63388824,6.200671976,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
113,23,25,22.10718988,78.58320116,6.364729934,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
139,53,18,23.03814028,76.11021529,6.913678684,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
122,48,31,24.54795322,75.39752705,7.766259769,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
137,48,31,23.73868041,75.77503808,7.55606399,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
116,48,21,22.31871914,83.86129998,7.288377241,"Add 200 kg of N-P-K at a ratio of  20-10-10 per hectare during sowing, and 200 kg of N-P-K at a ratio of 20-10-10 per hectare during flowering."
77,55,55,25.52468965,72.24850829,6.002524871,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
98,58,59,26.59104992,82.94164078,6.033485257,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
67,59,32,25.29781791,86.8870535,7.121933579,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
83,60,55,25.72100868,88.16513579,6.207459637,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
75,55,56,23.58419277,72.00460848,6.090060478,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
74,48,38,25.31042337,72.01364411,6.346715209,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
93,46,26,23.41798979,85.08640476,6.661957897,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
73,28,55,24.35564134,88.80391021,6.176860192,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
65,22,25,26.284017,75.14640198,7.251847296,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
70,60,45,25.13842773,83.12053888,6.386259978,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
87,34,60,24.88692811,71.91711523,7.319735475,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
83,32,27,25.75734909,88.36668522,6.025028997,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
74,59,31,23.12844351,74.68322732,6.344751947,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
93,24,52,24.9949957,88.95692783,7.02777956,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
65,44,40,25.21622704,70.88259632,7.299304715,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
72,27,26,24.39736241,79.26861738,7.014063944,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
86,55,40,23.31410442,71.4509053,7.488014404,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
74,49,42,25.72668885,81.86171563,6.626503893,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
80,60,38,26.96656378,78.21047693,6.239011,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
90,40,22,23.70467146,74.63745355,6.742688094,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
61,27,53,24.90075709,73.84186449,6.588017308,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
73,42,43,23.39605743,72.60512854,7.097586415,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
80,35,41,26.8748389,79.78725152,6.956682743,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
67,39,50,23.1426498,74.99739774,7.380396262,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
79,33,28,24.29496635,77.62976013,6.176618831,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
67,24,54,24.39459498,89.89106506,6.551130445,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
68,58,24,25.7629429,80.76238215,6.427726565,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
93,20,35,25.4879684,84.48235878,6.740947635,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
90,24,34,25.37122686,76.2403666,6.130136384,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
67,32,26,26.21312799,81.70476368,6.667633355,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
68,36,57,24.30748599,78.54340987,6.186814392,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
90,46,39,23.76554749,87.98329901,6.334837865,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
89,36,49,24.79853023,78.53037059,7.16214284,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
92,60,36,23.20683504,74.09956958,7.422318499,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
81,30,40,23.66805429,70.89000744,6.768001309,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
73,60,46,25.12417673,85.72530641,6.348441469,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
91,56,30,23.89069041,83.46409075,6.097294061,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
91,47,46,23.09433785,81.45139295,6.14132902,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
81,40,52,24.21744605,82.85284045,7.479248124,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
84,29,46,24.06475727,71.31342851,6.509174789,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
79,26,59,24.85441411,74.4407048,6.57256106,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
85,46,59,26.41915161,76.85691248,7.165696848,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
73,43,60,24.89326318,77.01222585,7.207457208,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
84,56,21,23.25583402,82.7015932,7.124333547,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
76,43,53,24.7634518,87.06071115,6.463538707,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
97,27,28,24.97042599,78.62697699,6.856833064,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
79,42,32,26.12797248,80.49172597,7.132389299,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
60,58,57,25.97825807,81.65769588,6.235357638,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
97,32,20,26.2830571,73.35763537,6.704273839,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
87,35,57,26.38905406,83.31240346,7.433313409,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
99,32,50,25.2746335,73.7459581,6.109478059,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
61,48,46,23.09499564,78.45959697,7.095413294,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
70,33,55,25.79351957,81.76904006,6.352076783,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
67,25,22,23.17403323,87.88255345,6.658769991,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
95,56,49,25.63215038,79.95150917,7.051822472,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
83,47,50,25.848795,87.81661683,7.333143205,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
93,35,29,26.56767277,80.90424543,6.352771037,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
76,44,28,26.24532085,72.97198375,7.124050134,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
99,57,35,26.91515043,73.19897535,6.998787171,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
90,37,37,24.36972377,82.11319791,6.537914958,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
70,27,31,25.71901283,79.15532398,7.171054239,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
82,51,41,25.01157559,88.3313023,7.228268228,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
89,44,33,25.40785911,76.44048625,7.319952206,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
67,42,34,23.28081,74.27607475,6.613341343,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
94,21,22,23.98651719,82.09053379,6.096838784,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
90,35,22,24.48556447,83.20630007,6.132570523,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
69,57,53,25.86705009,84.09985284,7.36008498,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
100,36,53,23.5643831,79.46283115,7.321619041,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
92,60,48,24.2248758,74.89465426,7.175170657,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
64,53,21,25.49386782,86.97061481,7.299076163,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
76,49,25,24.97178693,79.47557931,6.842966479,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
64,50,43,24.80624984,82.09281674,6.356295568,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
82,46,26,23.16814977,76.66724969,6.508342839,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
72,23,38,24.25133493,89.86454053,7.098227926,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
100,28,59,26.58361011,78.00774772,6.310699968,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
85,39,22,26.82489244,78.20392774,7.093328631,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
67,24,55,25.49674786,81.13449097,6.691074249,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
64,34,39,24.09874353,80.57226761,6.187746776,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
93,44,48,23.18866654,86.20899734,6.491506245,"20 kg per hectare each of N, P2O5 and K2O are to be applied"
